vinho_id,rotulo,ano_colheita,tipo
839,radioactive-barbaresco,1983,rosé
840,bordeaux-blanc,1951,tinto
841,faded-grappa,1998,tinto
842,obvious-merlot,1920,rosé
843,lower-barbaresco,1967,tinto
844,electric-sherry,2005,tinto
845,mute-madeira,1931,tinto
846,linear-riesling,1990,branco
847,complete-muscat,1953,rosé
848,strong-marsanne,1927,rosé
849,central-marsanne,1930,branco
850,direct-cabernet,1957,rosé
851,young-madeira,1989,tinto
852,plain-chablis,1967,rosé
853,massive-beaujolais,1939,tinto
854,proper-banylus,1983,branco
855,absolute-bardolino,1918,tinto
856,stern-sauvignon,1911,rosé
857,collinear-arneis,1917,rosé
858,concrete-madeira,2015,rosé
859,indigo-beaujolais,1995,branco
860,citron-mead,1961,branco
861,polynomial-burgundy,2010,rosé
862,unsorted-burgundy,1924,tinto
863,cheerful-arneis,1935,branco
864,another-marsanne,1947,rosé
865,watery-chianti,1921,rosé
866,daring-dolcetto,2011,branco
867,excited-chardonnay,1914,branco
868,diagonal-chianti,2013,branco
869,direct-port,1963,tinto
870,hoary-marsanne,1993,tinto
871,wood-shiraz,1915,rosé
872,creative-pinot,1963,branco
873,andante-mead,1979,tinto
874,silly-riesling,1942,branco
875,other-burgundy,1942,rosé
876,novel-beaujolais,1933,tinto
877,icy-auslese,1999,tinto
878,violet-port,1931,tinto
879,gentle-sherry,1938,rosé
880,deterministic-riesling,1943,branco
881,inverse-dolcetto,2015,tinto
882,average-burgundy,1965,rosé
883,level-noir,1971,branco
884,tough-blanc,1939,rosé
885,charitable-barbaresco,2012,branco
886,immense-noir,1954,rosé
887,dull-amarone,1951,branco
888,few-auslese,1912,tinto
889,nippy-rosé,1984,branco
890,hushed-chianti,1982,rosé
891,burning-barbaresco,1924,rosé
892,loud-chardonnay,1921,branco
893,human-lambrusco,1944,tinto
894,covering-madeira,1977,tinto
895,oriented-beaujolais,1990,branco
896,staff-dolcetto,1982,branco
897,lazy-beaujolais,1962,rosé
898,intense-noir,2013,tinto
899,green-albariño,1966,branco
900,ascent-amarone,2004,tinto
901,smoggy-champagne,1951,branco
902,partial-sherry,1962,branco
903,ebony-riesling,2011,tinto
904,affable-barolo,1922,branco
905,libretto-chianti,1922,branco
906,binding-barolo,1959,rosé
907,excited-chianti,1999,branco
908,several-pinot,1969,branco
909,scared-barolo,1993,branco
910,sensitive-sauvignon,1937,rosé
911,spry-rosé,1915,tinto
912,avocado-chianti,1931,rosé
913,optimal-dolcetto,2002,rosé
914,brave-albariño,1950,tinto
915,gray-malbec,1941,rosé
916,cool-shiraz,1965,tinto
917,numerous-cabernet,1913,rosé
918,glass-barbaresco,1978,tinto
919,alternate-marsanne,1952,branco
920,tranquil-riesling,1918,rosé
921,obtuse-rosé,1978,rosé
922,stern-sherry,1966,rosé
923,corporate-mead,1918,rosé
924,inventive-arneis,1934,branco
925,silver-mead,1986,rosé
926,hushed-chinon,1937,branco
927,spry-malbec,1925,branco
928,tranquil-malbec,1965,branco
929,cool-bardolino,1953,branco
930,bone-madeira,1918,tinto
931,median-arneis,1964,tinto
932,glossy-sauvignon,1978,rosé
933,resultant-cabernet,1919,tinto
934,crispy-pinot,1928,tinto
935,sour-port,1937,rosé
936,red-cabernet,1986,rosé
937,mode-banylus,1910,rosé
938,graceful-arneis,1965,tinto
939,staccato-chablis,1935,tinto
940,cold-chablis,2011,rosé
941,calm-lambrusco,1987,branco
942,electric-rosé,2012,rosé
943,searing-sauvignon,2006,branco
944,lenient-chinon,1960,branco
945,regional-chablis,1999,rosé
946,grave-malbec,1942,rosé
947,excited-madeira,1999,rosé
948,level-barolo,1932,tinto
949,blaring-muscat,1928,branco
950,warm-noir,1947,tinto
951,burning-madeira,1982,tinto
952,antique-prosecco,2010,rosé
953,oily-prosecco,1963,tinto
954,blaring-riesling,1950,rosé
955,inflammable-barbaresco,1939,branco
956,ambitious-barbaresco,1973,rosé
957,bright-cabernet,1941,tinto
958,parallel-dolcetto,1993,tinto
959,kinetic-bardolino,1961,rosé
960,ascent-lambrusco,1936,rosé
961,chalky-dolcetto,1921,tinto
962,coherent-noir,1941,branco
963,corn-muscat,2000,branco
964,spatial-noir,2008,rosé
965,flat-noir,2012,branco
966,cheerful-malbec,1912,tinto
967,gray-muscat,2012,rosé
968,radial-auslese,1960,tinto
969,active-merlot,1991,tinto
970,vivid-rosé,1949,branco
971,wooden-burgundy,1920,rosé
972,investor-blanc,1949,rosé
973,desert-noir,1989,branco
974,principal-beaujolais,1923,tinto
975,tense-chianti,1984,tinto
976,basic-marsanne,1966,tinto
977,sunny-mead,1955,tinto
978,straight-arneis,1965,rosé
979,crimson-blanc,1997,rosé
980,wooden-noir,1995,branco
981,faint-marsanne,2011,branco
982,daring-banylus,1934,rosé
983,auburn-beaujolais,1924,rosé
984,concentric-marsanne,1974,tinto
985,searing-lambrusco,1955,tinto
986,direct-claret,1994,branco
987,humid-barolo,1995,rosé
988,future-cabernet,1946,branco
989,sensitive-riesling,2015,rosé
990,chill-sherry,2011,tinto
991,forward-chinon,1911,branco
992,windy-noir,2004,branco
993,young-dolcetto,1926,rosé
994,salty-prosecco,1970,tinto
995,novel-barolo,1982,branco
996,mode-banylus,1967,tinto
997,free-cabernet,1938,branco
998,devout-barbaresco,1926,tinto
999,chalky-lambrusco,1971,rosé
